Wk,Date,Rk.1,Prev,Chng,team,team_location
13,1978-02-13,11,7,4,UNC,"Chapel Hill, North Carolina"
14,1978-02-20,8,11,3,UNC,"Chapel Hill, North Carolina"
15,1978-02-27,10,8,2,UNC,"Chapel Hill, North Carolina"
16,1978-03-06,11,10,1,UNC,"Chapel Hill, North Carolina"
17,Final,16,11,5,UNC,"Chapel Hill, North Carolina"
1,Preseason,3,,—,UNC,"Chapel Hill, North Carolina"
2,1976-11-29,9,3,6,UNC,"Chapel Hill, North Carolina"
3,1976-12-06,12,9,3,UNC,"Chapel Hill, North Carolina"
4,1976-12-13,11,12,1,UNC,"Chapel Hill, North Carolina"
5,1976-12-20,10,11,1,UNC,"Chapel Hill, North Carolina"
6,1976-12-27,9,10,1,UNC,"Chapel Hill, North Carolina"
7,1977-01-03,6,9,3,UNC,"Chapel Hill, North Carolina"
8,1977-01-10,5,6,1,UNC,"Chapel Hill, North Carolina"
9,1977-01-17,4,5,1,UNC,"Chapel Hill, North Carolina"
10,1977-01-24,4,4,-,UNC,"Chapel Hill, North Carolina"
11,1977-01-31,13,4,9,UNC,"Chapel Hill, North Carolina"
12,1977-02-07,14,13,1,UNC,"Chapel Hill, North Carolina"
13,1977-02-14,13,14,1,UNC,"Chapel Hill, North Carolina"
14,1977-02-21,9,13,4,UNC,"Chapel Hill, North Carolina"
15,1977-02-28,6,9,3,UNC,"Chapel Hill, North Carolina"
16,1977-03-07,4,6,2,UNC,"Chapel Hill, North Carolina"
17,Final,5,4,1,UNC,"Chapel Hill, North Carolina"
1,Preseason,5,,—,UNC,"Chapel Hill, North Carolina"
2,1975-12-01,4,5,1,UNC,"Chapel Hill, North Carolina"
3,1975-12-08,4,4,-,UNC,"Chapel Hill, North Carolina"
4,1975-12-15,4,4,-,UNC,"Chapel Hill, North Carolina"
5,1975-12-22,3,4,1,UNC,"Chapel Hill, North Carolina"
6,1975-12-29,3,3,-,UNC,"Chapel Hill, North Carolina"
7,1976-01-05,6,3,3,UNC,"Chapel Hill, North Carolina"
8,1976-01-12,7,6,1,UNC,"Chapel Hill, North Carolina"
9,1976-01-19,5,7,2,UNC,"Chapel Hill, North Carolina"
10,1976-01-26,4,5,1,UNC,"Chapel Hill, North Carolina"
11,1976-02-02,4,4,-,UNC,"Chapel Hill, North Carolina"
12,1976-02-09,3,4,1,UNC,"Chapel Hill, North Carolina"
13,1976-02-16,3,3,-,UNC,"Chapel Hill, North Carolina"
14,1976-02-23,4,3,1,UNC,"Chapel Hill, North Carolina"
15,1976-03-01,4,4,-,UNC,"Chapel Hill, North Carolina"
16,1976-03-08,5,4,1,UNC,"Chapel Hill, North Carolina"
17,Final,8,5,3,UNC,"Chapel Hill, North Carolina"
1,Preseason,11,,—,UNC,"Chapel Hill, North Carolina"
2,1974-12-02,9,11,2,UNC,"Chapel Hill, North Carolina"
3,1974-12-09,8,9,1,UNC,"Chapel Hill, North Carolina"
4,1974-12-16,10,8,2,UNC,"Chapel Hill, North Carolina"
5,1974-12-23,8,10,2,UNC,"Chapel Hill, North Carolina"
6,1974-12-30,8,8,-,UNC,"Chapel Hill, North Carolina"
7,1975-01-06,15,8,7,UNC,"Chapel Hill, North Carolina"
8,1975-01-13,14,15,1,UNC,"Chapel Hill, North Carolina"
9,1975-01-20,14,14,-,UNC,"Chapel Hill, North Carolina"
10,1975-01-27,10,14,4,UNC,"Chapel Hill, North Carolina"
11,1975-02-03,12,10,2,UNC,"Chapel Hill, North Carolina"
12,1975-02-10,11,12,1,UNC,"Chapel Hill, North Carolina"
13,1975-02-17,13,11,2,UNC,"Chapel Hill, North Carolina"
14,1975-02-24,14,13,1,UNC,"Chapel Hill, North Carolina"
15,1975-03-03,12,14,2,UNC,"Chapel Hill, North Carolina"
16,1975-03-10,7,12,5,UNC,"Chapel Hill, North Carolina"
17,1975-03-17,6,7,1,UNC,"Chapel Hill, North Carolina"
18,1975-03-24,9,6,3,UNC,"Chapel Hill, North Carolina"
19,Final,9,9,-,UNC,"Chapel Hill, North Carolina"
1,Preseason,5,,—,UNC,"Chapel Hill, North Carolina"
2,1973-12-03,5,5,-,UNC,"Chapel Hill, North Carolina"
3,1973-12-10,5,5,-,UNC,"Chapel Hill, North Carolina"
4,1973-12-17,4,5,1,UNC,"Chapel Hill, North Carolina"
5,1973-12-24,4,4,-,UNC,"Chapel Hill, North Carolina"
6,1974-01-02,4,4,-,UNC,"Chapel Hill, North Carolina"
7,1974-01-07,5,4,1,UNC,"Chapel Hill, North Carolina"
8,1974-01-14,5,5,-,UNC,"Chapel Hill, North Carolina"
9,1974-01-21,4,5,1,UNC,"Chapel Hill, North Carolina"
10,1974-01-28,4,4,-,UNC,"Chapel Hill, North Carolina"
11,1974-02-04,4,4,-,UNC,"Chapel Hill, North Carolina"
12,1974-02-11,4,4,-,UNC,"Chapel Hill, North Carolina"
13,1974-02-18,6,4,2,UNC,"Chapel Hill, North Carolina"
14,1974-02-25,4,6,2,UNC,"Chapel Hill, North Carolina"
15,1974-03-04,6,4,2,UNC,"Chapel Hill, North Carolina"
16,1974-03-11,8,6,2,UNC,"Chapel Hill, North Carolina"
17,1974-03-18,10,8,2,UNC,"Chapel Hill, North Carolina"
18,Final,12,10,2,UNC,"Chapel Hill, North Carolina"
2,1972-12-04,13,,,UNC,"Chapel Hill, North Carolina"
3,1972-12-11,11,13,2,UNC,"Chapel Hill, North Carolina"
4,1972-12-18,13,11,2,UNC,"Chapel Hill, North Carolina"
5,1972-12-25,11,13,2,UNC,"Chapel Hill, North Carolina"
6,1973-01-01,9,11,2,UNC,"Chapel Hill, North Carolina"
7,1973-01-08,7,9,2,UNC,"Chapel Hill, North Carolina"
8,1973-01-15,4,7,3,UNC,"Chapel Hill, North Carolina"
9,1973-01-22,3,4,1,UNC,"Chapel Hill, North Carolina"
10,1973-01-29,8,3,5,UNC,"Chapel Hill, North Carolina"
11,1973-02-05,6,8,2,UNC,"Chapel Hill, North Carolina"
12,1973-02-12,6,6,-,UNC,"Chapel Hill, North Carolina"
13,1973-02-19,6,6,-,UNC,"Chapel Hill, North Carolina"
14,1973-02-26,7,6,1,UNC,"Chapel Hill, North Carolina"
15,1973-03-05,8,7,1,UNC,"Chapel Hill, North Carolina"
16,Final,11,8,3,UNC,"Chapel Hill, North Carolina"
1,Preseason,2,,—,UNC,"Chapel Hill, North Carolina"
2,1971-12-06,3,2,1,UNC,"Chapel Hill, North Carolina"
3,1971-12-13,4,3,1,UNC,"Chapel Hill, North Carolina"
4,1971-12-20,4,4,-,UNC,"Chapel Hill, North Carolina"
5,1971-12-27,4,4,-,UNC,"Chapel Hill, North Carolina"
6,1972-01-03,3,4,1,UNC,"Chapel Hill, North Carolina"
7,1972-01-10,3,3,-,UNC,"Chapel Hill, North Carolina"
8,1972-01-17,3,3,-,UNC,"Chapel Hill, North Carolina"
9,1972-01-24,3,3,-,UNC,"Chapel Hill, North Carolina"
10,1972-01-31,4,3,1,UNC,"Chapel Hill, North Carolina"
11,1972-02-07,3,4,1,UNC,"Chapel Hill, North Carolina"
12,1972-02-14,3,3,-,UNC,"Chapel Hill, North Carolina"
13,1972-02-21,5,3,2,UNC,"Chapel Hill, North Carolina"
14,1972-02-28,3,5,2,UNC,"Chapel Hill, North Carolina"
15,1972-03-06,3,3,-,UNC,"Chapel Hill, North Carolina"
16,Final,2,3,1,UNC,"Chapel Hill, North Carolina"
3,1970-12-14,20,,,UNC,"Chapel Hill, North Carolina"
4,1970-12-21,17,20,3,UNC,"Chapel Hill, North Carolina"
6,1971-01-04,20,,,UNC,"Chapel Hill, North Carolina"
7,1971-01-11,15,20,5,UNC,"Chapel Hill, North Carolina"
8,1971-01-18,20,15,5,UNC,"Chapel Hill, North Carolina"
9,1971-01-25,20,20,-,UNC,"Chapel Hill, North Carolina"
10,1971-02-01,16,20,4,UNC,"Chapel Hill, North Carolina"
11,1971-02-08,11,16,5,UNC,"Chapel Hill, North Carolina"
12,1971-02-15,8,11,3,UNC,"Chapel Hill, North Carolina"
13,1971-02-22,13,8,5,UNC,"Chapel Hill, North Carolina"
14,1971-03-01,12,13,1,UNC,"Chapel Hill, North Carolina"
15,1971-03-08,13,12,1,UNC,"Chapel Hill, North Carolina"
16,Final,13,13,-,UNC,"Chapel Hill, North Carolina"
1,Preseason,7,,—,UNC,"Chapel Hill, North Carolina"
2,1969-12-08,5,7,2,UNC,"Chapel Hill, North Carolina"
3,1969-12-15,7,5,2,UNC,"Chapel Hill, North Carolina"
4,1969-12-22,4,7,3,UNC,"Chapel Hill, North Carolina"
5,1969-12-29,4,4,-,UNC,"Chapel Hill, North Carolina"
6,1970-01-05,4,4,-,UNC,"Chapel Hill, North Carolina"
7,1970-01-12,7,4,3,UNC,"Chapel Hill, North Carolina"
8,1970-01-19,9,7,2,UNC,"Chapel Hill, North Carolina"
9,1970-01-26,9,9,-,UNC,"Chapel Hill, North Carolina"
10,1970-02-02,7,9,2,UNC,"Chapel Hill, North Carolina"
11,1970-02-09,10,7,3,UNC,"Chapel Hill, North Carolina"
12,1970-02-16,13,10,3,UNC,"Chapel Hill, North Carolina"
13,1970-02-23,19,13,6,UNC,"Chapel Hill, North Carolina"
1,Preseason,2,,—,UNC,"Chapel Hill, North Carolina"
2,1968-12-02,2,2,-,UNC,"Chapel Hill, North Carolina"
3,1968-12-09,2,2,-,UNC,"Chapel Hill, North Carolina"
4,1968-12-16,2,2,-,UNC,"Chapel Hill, North Carolina"
5,1968-12-23,2,2,-,UNC,"Chapel Hill, North Carolina"
6,1968-12-30,4,2,2,UNC,"Chapel Hill, North Carolina"
7,1969-01-06,2,4,2,UNC,"Chapel Hill, North Carolina"
8,1969-01-13,2,2,-,UNC,"Chapel Hill, North Carolina"
9,1969-01-20,2,2,-,UNC,"Chapel Hill, North Carolina"
10,1969-01-27,2,2,-,UNC,"Chapel Hill, North Carolina"
11,1969-02-03,2,2,-,UNC,"Chapel Hill, North Carolina"
12,1969-02-10,2,2,-,UNC,"Chapel Hill, North Carolina"
13,1969-02-17,3,2,1,UNC,"Chapel Hill, North Carolina"
14,1969-02-24,2,3,1,UNC,"Chapel Hill, North Carolina"
15,Final,4,2,2,UNC,"Chapel Hill, North Carolina"
1,Preseason,4,,—,UNC,"Chapel Hill, North Carolina"
2,1967-12-04,5,4,1,UNC,"Chapel Hill, North Carolina"
3,1967-12-11,7,5,2,UNC,"Chapel Hill, North Carolina"
4,1967-12-18,4,7,3,UNC,"Chapel Hill, North Carolina"
5,1967-12-25,5,4,1,UNC,"Chapel Hill, North Carolina"
6,1968-01-01,3,5,2,UNC,"Chapel Hill, North Carolina"
7,1968-01-08,3,3,-,UNC,"Chapel Hill, North Carolina"
8,1968-01-15,3,3,-,UNC,"Chapel Hill, North Carolina"
9,1968-01-22,3,3,-,UNC,"Chapel Hill, North Carolina"
10,1968-01-29,3,3,-,UNC,"Chapel Hill, North Carolina"
11,1968-02-05,3,3,-,UNC,"Chapel Hill, North Carolina"
12,1968-02-12,3,3,-,UNC,"Chapel Hill, North Carolina"
13,1968-02-19,3,3,-,UNC,"Chapel Hill, North Carolina"
14,1968-02-26,3,3,-,UNC,"Chapel Hill, North Carolina"
15,1968-03-04,5,3,2,UNC,"Chapel Hill, North Carolina"
16,Final,4,5,1,UNC,"Chapel Hill, North Carolina"
1,Preseason,9,,—,UNC,"Chapel Hill, North Carolina"
2,1966-12-05,8,9,1,UNC,"Chapel Hill, North Carolina"
3,1966-12-12,6,8,2,UNC,"Chapel Hill, North Carolina"
4,1966-12-19,3,6,3,UNC,"Chapel Hill, North Carolina"
5,1966-12-26,3,3,-,UNC,"Chapel Hill, North Carolina"
6,1967-01-02,3,3,-,UNC,"Chapel Hill, North Carolina"
7,1967-01-09,5,3,2,UNC,"Chapel Hill, North Carolina"
8,1967-01-16,4,5,1,UNC,"Chapel Hill, North Carolina"
9,1967-01-23,2,4,2,UNC,"Chapel Hill, North Carolina"
10,1967-01-30,2,2,-,UNC,"Chapel Hill, North Carolina"
11,1967-02-06,2,2,-,UNC,"Chapel Hill, North Carolina"
12,1967-02-13,4,2,2,UNC,"Chapel Hill, North Carolina"
13,1967-02-20,5,4,1,UNC,"Chapel Hill, North Carolina"
14,1967-02-27,3,5,2,UNC,"Chapel Hill, North Carolina"
15,Final,4,3,1,UNC,"Chapel Hill, North Carolina"
1,Preseason,13,,—,UNC,"Chapel Hill, North Carolina"
7,1963-01-07,10,,,UNC,"Chapel Hill, North Carolina"
1,1960-12-12,5,,—,UNC,"Chapel Hill, North Carolina"
2,1960-12-19,10,5,5,UNC,"Chapel Hill, North Carolina"
3,1960-12-26,11,10,1,UNC,"Chapel Hill, North Carolina"
4,1961-01-02,6,11,5,UNC,"Chapel Hill, North Carolina"
5,1961-01-09,7,6,1,UNC,"Chapel Hill, North Carolina"
6,1961-01-16,6,7,1,UNC,"Chapel Hill, North Carolina"
7,1961-01-23,4,6,2,UNC,"Chapel Hill, North Carolina"
8,1961-01-30,5,4,1,UNC,"Chapel Hill, North Carolina"
9,1961-02-06,6,5,1,UNC,"Chapel Hill, North Carolina"
10,1961-02-13,7,6,1,UNC,"Chapel Hill, North Carolina"
11,1961-02-20,7,7,-,UNC,"Chapel Hill, North Carolina"
12,1961-02-27,5,7,2,UNC,"Chapel Hill, North Carolina"
13,Final,5,5,-,UNC,"Chapel Hill, North Carolina"
3,1960-01-04,19,,,UNC,"Chapel Hill, North Carolina"
4,1960-01-11,16,19,3,UNC,"Chapel Hill, North Carolina"
5,1960-01-18,12,16,4,UNC,"Chapel Hill, North Carolina"
6,1960-01-25,12,12,-,UNC,"Chapel Hill, North Carolina"
7,1960-02-01,17,12,5,UNC,"Chapel Hill, North Carolina"
8,1960-02-08,13,17,4,UNC,"Chapel Hill, North Carolina"
9,1960-02-15,19,13,6,UNC,"Chapel Hill, North Carolina"
11,1960-02-29,16,,,UNC,"Chapel Hill, North Carolina"
1,1958-12-08,13,,—,UNC,"Chapel Hill, North Carolina"
2,1958-12-15,10,13,3,UNC,"Chapel Hill, North Carolina"
3,1958-12-22,3,10,7,UNC,"Chapel Hill, North Carolina"
4,1958-12-29,4,3,1,UNC,"Chapel Hill, North Carolina"
5,1959-01-05,3,4,1,UNC,"Chapel Hill, North Carolina"
6,1959-01-12,3,3,-,UNC,"Chapel Hill, North Carolina"
7,1959-01-19,2,3,1,UNC,"Chapel Hill, North Carolina"
8,1959-01-26,2,2,-,UNC,"Chapel Hill, North Carolina"
9,1959-02-02,2,2,-,UNC,"Chapel Hill, North Carolina"
10,1959-02-09,2,2,-,UNC,"Chapel Hill, North Carolina"
11,1959-02-16,1,2,1,UNC,"Chapel Hill, North Carolina"
12,1959-02-23,3,1,2,UNC,"Chapel Hill, North Carolina"
13,1959-03-02,5,3,2,UNC,"Chapel Hill, North Carolina"
14,Final,9,5,4,UNC,"Chapel Hill, North Carolina"
1,1957-12-09,1,,—,UNC,"Chapel Hill, North Carolina"
2,1957-12-16,1,1,-,UNC,"Chapel Hill, North Carolina"
3,1957-12-23,4,1,3,UNC,"Chapel Hill, North Carolina"
4,1957-12-30,4,4,-,UNC,"Chapel Hill, North Carolina"
5,1958-01-06,3,4,1,UNC,"Chapel Hill, North Carolina"
6,1958-01-13,6,3,3,UNC,"Chapel Hill, North Carolina"
7,1958-01-20,8,6,2,UNC,"Chapel Hill, North Carolina"
8,1958-01-27,7,8,1,UNC,"Chapel Hill, North Carolina"
9,1958-02-03,7,7,-,UNC,"Chapel Hill, North Carolina"
10,1958-02-10,11,7,4,UNC,"Chapel Hill, North Carolina"
11,1958-02-17,16,11,5,UNC,"Chapel Hill, North Carolina"
12,1958-02-24,9,16,7,UNC,"Chapel Hill, North Carolina"
13,1958-03-03,13,9,4,UNC,"Chapel Hill, North Carolina"
14,Final,13,13,-,UNC,"Chapel Hill, North Carolina"
1,1956-12-10,6,,—,UNC,"Chapel Hill, North Carolina"
2,1956-12-17,3,6,3,UNC,"Chapel Hill, North Carolina"
3,1956-12-26,2,3,1,UNC,"Chapel Hill, North Carolina"
4,1957-01-02,2,2,-,UNC,"Chapel Hill, North Carolina"
5,1957-01-07,2,2,-,UNC,"Chapel Hill, North Carolina"
6,1957-01-14,2,2,-,UNC,"Chapel Hill, North Carolina"
7,1957-01-21,1,2,1,UNC,"Chapel Hill, North Carolina"
8,1957-01-28,1,1,-,UNC,"Chapel Hill, North Carolina"
9,1957-02-04,1,1,-,UNC,"Chapel Hill, North Carolina"
10,1957-02-11,1,1,-,UNC,"Chapel Hill, North Carolina"
11,1957-02-18,1,1,-,UNC,"Chapel Hill, North Carolina"
12,1957-02-25,1,1,-,UNC,"Chapel Hill, North Carolina"
13,1957-03-04,1,1,-,UNC,"Chapel Hill, North Carolina"
14,Final,1,1,-,UNC,"Chapel Hill, North Carolina"
2,1955-12-12,16,,,UNC,"Chapel Hill, North Carolina"
3,1955-12-19,6,16,10,UNC,"Chapel Hill, North Carolina"
4,1955-12-26,4,6,2,UNC,"Chapel Hill, North Carolina"
5,1956-01-02,5,4,1,UNC,"Chapel Hill, North Carolina"
6,1956-01-09,9,5,4,UNC,"Chapel Hill, North Carolina"
7,1956-01-16,9,9,-,UNC,"Chapel Hill, North Carolina"
8,1956-01-23,8,9,1,UNC,"Chapel Hill, North Carolina"
9,1956-01-30,9,8,1,UNC,"Chapel Hill, North Carolina"
10,1956-02-06,12,9,3,UNC,"Chapel Hill, North Carolina"
11,1956-02-13,10,12,2,UNC,"Chapel Hill, North Carolina"
12,1956-02-20,9,10,1,UNC,"Chapel Hill, North Carolina"
13,1956-02-27,8,9,1,UNC,"Chapel Hill, North Carolina"
14,1956-03-05,15,8,7,UNC,"Chapel Hill, North Carolina"
15,Final,13,15,2,UNC,"Chapel Hill, North Carolina"
7,1953-01-26,18,,,UNC,"Chapel Hill, North Carolina"
8,1953-02-02,12,18,6,UNC,"Chapel Hill, North Carolina"
8,2018-12-24,20,,,NC State,"Raleigh, North Carolina"
9,2018-12-31,18,20,2,NC State,"Raleigh, North Carolina"
10,2019-01-07,15,18,3,NC State,"Raleigh, North Carolina"
11,2019-01-14,17,15,2,NC State,"Raleigh, North Carolina"
12,2019-01-21,21,17,4,NC State,"Raleigh, North Carolina"
13,2019-01-28,23,21,2,NC State,"Raleigh, North Carolina"
1,Preseason,6,,—,NC State,"Raleigh, North Carolina"
2,2012-11-12,6,6,-,NC State,"Raleigh, North Carolina"
3,2012-11-19,16,6,10,NC State,"Raleigh, North Carolina"
4,2012-11-26,18,16,2,NC State,"Raleigh, North Carolina"
5,2012-12-03,25,18,7,NC State,"Raleigh, North Carolina"
6,2012-12-10,25,25,-,NC State,"Raleigh, North Carolina"
7,2012-12-17,25,25,-,NC State,"Raleigh, North Carolina"
8,2012-12-24,23,25,2,NC State,"Raleigh, North Carolina"
9,2012-12-31,23,23,-,NC State,"Raleigh, North Carolina"
10,2013-01-07,20,23,3,NC State,"Raleigh, North Carolina"
11,2013-01-14,14,20,6,NC State,"Raleigh, North Carolina"
12,2013-01-21,18,14,4,NC State,"Raleigh, North Carolina"
13,2013-01-28,19,18,1,NC State,"Raleigh, North Carolina"
1,Preseason,21,,—,NC State,"Raleigh, North Carolina"
2,2007-11-12,21,21,-,NC State,"Raleigh, North Carolina"
4,2007-11-26,24,,,NC State,"Raleigh, North Carolina"
4,2005-11-28,24,,,NC State,"Raleigh, North Carolina"
5,2005-12-05,25,24,1,NC State,"Raleigh, North Carolina"
6,2005-12-12,21,25,4,NC State,"Raleigh, North Carolina"
7,2005-12-19,21,21,-,NC State,"Raleigh, North Carolina"
8,2005-12-26,19,21,2,NC State,"Raleigh, North Carolina"
9,2006-01-02,13,19,6,NC State,"Raleigh, North Carolina"
10,2006-01-09,18,13,5,NC State,"Raleigh, North Carolina"
11,2006-01-16,14,18,4,NC State,"Raleigh, North Carolina"
12,2006-01-23,15,14,1,NC State,"Raleigh, North Carolina"
13,2006-01-30,18,15,3,NC State,"Raleigh, North Carolina"
14,2006-02-06,16,18,2,NC State,"Raleigh, North Carolina"
15,2006-02-13,21,16,5,NC State,"Raleigh, North Carolina"
16,2006-02-20,15,21,6,NC State,"Raleigh, North Carolina"
17,2006-02-27,22,15,7,NC State,"Raleigh, North Carolina"
18,2006-03-06,25,22,3,NC State,"Raleigh, North Carolina"
1,Preseason,19,,—,NC State,"Raleigh, North Carolina"
2,2004-11-15,19,19,-,NC State,"Raleigh, North Carolina"
3,2004-11-22,17,19,2,NC State,"Raleigh, North Carolina"
4,2004-11-29,16,17,1,NC State,"Raleigh, North Carolina"
5,2004-12-06,12,16,4,NC State,"Raleigh, North Carolina"
6,2004-12-13,12,12,-,NC State,"Raleigh, North Carolina"
7,2004-12-20,16,12,4,NC State,"Raleigh, North Carolina"
8,2004-12-27,17,16,1,NC State,"Raleigh, North Carolina"
1,Preseason,24,,—,NC State,"Raleigh, North Carolina"
2,2003-11-24,25,24,1,NC State,"Raleigh, North Carolina"
13,2004-02-09,21,,,NC State,"Raleigh, North Carolina"
14,2004-02-16,13,21,8,NC State,"Raleigh, North Carolina"
15,2004-02-23,14,13,1,NC State,"Raleigh, North Carolina"
16,2004-03-01,16,14,2,NC State,"Raleigh, North Carolina"
17,2004-03-08,17,16,1,NC State,"Raleigh, North Carolina"
18,Final,15,17,2,NC State,"Raleigh, North Carolina"
14,2002-02-11,24,,,NC State,"Raleigh, North Carolina"
7,1999-12-20,25,,,NC State,"Raleigh, North Carolina"
12,2000-01-24,21,,,NC State,"Raleigh, North Carolina"
1,Preseason,19,,—,NC State,"Raleigh, North Carolina"
2,1989-11-27,25,19,6,NC State,"Raleigh, North Carolina"
3,1989-12-04,19,25,6,NC State,"Raleigh, North Carolina"
4,1989-12-11,16,19,3,NC State,"Raleigh, North Carolina"
5,1989-12-18,15,16,1,NC State,"Raleigh, North Carolina"
6,1989-12-25,19,15,4,NC State,"Raleigh, North Carolina"
7,1990-01-01,18,19,1,NC State,"Raleigh, North Carolina"
8,1990-01-08,17,18,1,NC State,"Raleigh, North Carolina"
9,1990-01-15,19,17,2,NC State,"Raleigh, North Carolina"
1,Preseason,18,,—,NC State,"Raleigh, North Carolina"
2,1988-11-21,18,18,-,NC State,"Raleigh, North Carolina"
3,1988-11-28,16,18,2,NC State,"Raleigh, North Carolina"
4,1988-12-05,19,16,3,NC State,"Raleigh, North Carolina"
5,1988-12-12,18,19,1,NC State,"Raleigh, North Carolina"
6,1988-12-19,17,18,1,NC State,"Raleigh, North Carolina"
7,1988-12-26,18,17,1,NC State,"Raleigh, North Carolina"
8,1989-01-02,16,18,2,NC State,"Raleigh, North Carolina"
9,1989-01-09,15,16,1,NC State,"Raleigh, North Carolina"
10,1989-01-16,15,15,-,NC State,"Raleigh, North Carolina"
11,1989-01-23,15,15,-,NC State,"Raleigh, North Carolina"
12,1989-01-30,13,15,2,NC State,"Raleigh, North Carolina"
13,1989-02-06,17,13,4,NC State,"Raleigh, North Carolina"
14,1989-02-13,19,17,2,NC State,"Raleigh, North Carolina"
15,1989-02-20,17,19,2,NC State,"Raleigh, North Carolina"
16,1989-02-27,20,17,3,NC State,"Raleigh, North Carolina"
17,1989-03-06,17,20,3,NC State,"Raleigh, North Carolina"
18,Final,19,17,2,NC State,"Raleigh, North Carolina"
9,1988-01-18,20,,,NC State,"Raleigh, North Carolina"
12,1988-02-08,16,,,NC State,"Raleigh, North Carolina"
13,1988-02-15,14,16,2,NC State,"Raleigh, North Carolina"
15,1988-02-29,16,,,NC State,"Raleigh, North Carolina"
16,1988-03-07,11,16,5,NC State,"Raleigh, North Carolina"
17,Final,14,11,3,NC State,"Raleigh, North Carolina"
1,Preseason,17,,—,NC State,"Raleigh, North Carolina"
2,1986-12-01,18,17,1,NC State,"Raleigh, North Carolina"
3,1986-12-08,15,18,3,NC State,"Raleigh, North Carolina"
4,1986-12-15,12,15,3,NC State,"Raleigh, North Carolina"
5,1986-12-22,11,12,1,NC State,"Raleigh, North Carolina"
6,1986-12-29,19,11,8,NC State,"Raleigh, North Carolina"
7,1987-01-05,18,19,1,NC State,"Raleigh, North Carolina"
8,1987-01-12,17,18,1,NC State,"Raleigh, North Carolina"
9,1987-01-19,20,17,3,NC State,"Raleigh, North Carolina"
1,Preseason,17,,—,NC State,"Raleigh, North Carolina"
2,1985-11-25,15,17,2,NC State,"Raleigh, North Carolina"
13,1986-02-10,17,,,NC State,"Raleigh, North Carolina"
14,1986-02-17,20,17,3,NC State,"Raleigh, North Carolina"
15,1986-02-24,18,20,2,NC State,"Raleigh, North Carolina"
16,1986-03-03,20,18,2,NC State,"Raleigh, North Carolina"
1,Preseason,13,,—,NC State,"Raleigh, North Carolina"
2,1984-11-26,11,13,2,NC State,"Raleigh, North Carolina"
3,1984-12-03,10,11,1,NC State,"Raleigh, North Carolina"
4,1984-12-10,9,10,1,NC State,"Raleigh, North Carolina"
5,1984-12-17,14,9,5,NC State,"Raleigh, North Carolina"
6,1984-12-24,14,14,-,NC State,"Raleigh, North Carolina"
7,1984-12-31,17,14,3,NC State,"Raleigh, North Carolina"
15,1985-02-25,16,,,NC State,"Raleigh, North Carolina"
16,1985-03-04,18,16,2,NC State,"Raleigh, North Carolina"
17,Final,16,18,2,NC State,"Raleigh, North Carolina"
2,1983-11-28,7,,,NC State,"Raleigh, North Carolina"
3,1983-12-05,8,7,1,NC State,"Raleigh, North Carolina"
4,1983-12-12,6,8,2,NC State,"Raleigh, North Carolina"
5,1983-12-19,13,6,7,NC State,"Raleigh, North Carolina"
6,1983-12-26,13,13,-,NC State,"Raleigh, North Carolina"
7,1984-01-02,12,13,1,NC State,"Raleigh, North Carolina"
1,Preseason,16,,—,NC State,"Raleigh, North Carolina"
2,1982-11-29,18,16,2,NC State,"Raleigh, North Carolina"
3,1982-12-06,18,18,-,NC State,"Raleigh, North Carolina"
4,1982-12-13,15,18,3,NC State,"Raleigh, North Carolina"
5,1982-12-20,15,15,-,NC State,"Raleigh, North Carolina"
6,1982-12-27,17,15,2,NC State,"Raleigh, North Carolina"
7,1983-01-03,16,17,1,NC State,"Raleigh, North Carolina"
8,1983-01-10,19,16,3,NC State,"Raleigh, North Carolina"
17,Final,16,,,NC State,"Raleigh, North Carolina"
6,1981-12-28,20,,,NC State,"Raleigh, North Carolina"
7,1982-01-04,15,20,5,NC State,"Raleigh, North Carolina"
8,1982-01-11,12,15,3,NC State,"Raleigh, North Carolina"
9,1982-01-18,14,12,2,NC State,"Raleigh, North Carolina"
10,1982-01-25,17,14,3,NC State,"Raleigh, North Carolina"
8,1980-01-14,16,,,NC State,"Raleigh, North Carolina"
14,1980-02-25,19,,,NC State,"Raleigh, North Carolina"
1,Preseason,12,,—,NC State,"Raleigh, North Carolina"
2,1978-11-27,6,12,6,NC State,"Raleigh, North Carolina"
3,1978-12-04,8,6,2,NC State,"Raleigh, North Carolina"
4,1978-12-11,7,8,1,NC State,"Raleigh, North Carolina"
5,1978-12-18,4,7,3,NC State,"Raleigh, North Carolina"
6,1978-12-25,9,4,5,NC State,"Raleigh, North Carolina"
7,1979-01-03,8,9,1,NC State,"Raleigh, North Carolina"
8,1979-01-08,8,8,-,NC State,"Raleigh, North Carolina"
9,1979-01-15,14,8,6,NC State,"Raleigh, North Carolina"
10,1979-01-22,20,14,6,NC State,"Raleigh, North Carolina"
8,1978-01-09,16,,,NC State,"Raleigh, North Carolina"
1,Preseason,15,,—,NC State,"Raleigh, North Carolina"
1,Preseason,13,,—,NC State,"Raleigh, North Carolina"
2,1975-12-01,13,13,-,NC State,"Raleigh, North Carolina"
3,1975-12-08,13,13,-,NC State,"Raleigh, North Carolina"
4,1975-12-15,9,13,4,NC State,"Raleigh, North Carolina"
5,1975-12-22,9,9,-,NC State,"Raleigh, North Carolina"
6,1975-12-29,9,9,-,NC State,"Raleigh, North Carolina"
